"source_name","status_in_customer_package","row_count","package_path","data_category","already_used_on_scholarshiptop","current_usage","could_use_for_scholarshiptop","best_page_targets","possible_fields_to_use","implementation_type","priority","risk","permission_status","recommended_action","notes"
"Aggregate: Total Residency Programs","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Total Fellowship Programs","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Total GME Positions","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Program Length Range","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Specialties Not Available (vs. nearest competitor institution)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average PGY-1 Salary Across All Programs","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: PGY-1 Salary by Specialty (at this institution)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Institution Salary vs City Average","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Institution Salary vs Specialty Average","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average Board Pass Rate (across programs with data)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average Fill Rate","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average Accreditation Risk Score","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs with Warning/Probationary Accreditation","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: % Programs Sponsoring J-1","OUT_OF_SCOPE_AGGREGATE","4","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: % Programs Sponsoring H-1B","OUT_OF_SCOPE_AGGREGATE","4","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Annual NIH Funding","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: NIH Funding Tier","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Active T32 Training Grant","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: NCI Cancer Center","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: COTH Member","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Magnet Designation","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Hospital Beds","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Ownership Type","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Total Programs in State","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by Specialty","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by City","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Total GME Positions","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Residency vs Fellowship Breakdown","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs Sponsored by Specialty (map view)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average PGY-1 Salary (all specialties)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average PGY-1 Salary by Specialty (in this state)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Highest-Paying Specialties in This State","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: State Salary vs National Average (per specialty)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Salary Range in State","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Cost-Adjusted Salary in State","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average Fill Rate in State","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: % Programs Sponsoring J-1","OUT_OF_SCOPE_AGGREGATE","4","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: % Programs Sponsoring H-1B","OUT_OF_SCOPE_AGGREGATE","4","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Most Competitive Specialties in State (by fill rate)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: State Avg Cost of Living","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: State Avg Safety Score","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: AAMC Regional Salary Benchmark","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Major Cities with Programs","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Total Programs in City","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by Specialty","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by Institution","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Total GME Positions in City","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Residency vs Fellowship Count","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average PGY-1 Salary in City","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average PGY-1 Salary by Specialty (in city)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: City Salary vs State Average","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Salary After Rent (city-level)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average Cost-Adjusted Salary in City","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Current Median Rent (1BR)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Rent Trend","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Violent Crime Rate","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Safety Score","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Population","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Median Household Income","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Climate Score","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average High Temp","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Annual Precipitation","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Cost of Living Index","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Total programs","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average PGY-1 salary","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Salary range","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average fill rate","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: % sponsoring J-1","OUT_OF_SCOPE_AGGREGATE","4","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: % sponsoring H-1B","OUT_OF_SCOPE_AGGREGATE","4","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average board pass rate","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs list","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Total fellowship programs in state","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Fellowships by specialty in state","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Average PGY-1 salary (fellowships in state)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Count of academic IM programs","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: vs community programs","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Salary comparison: academic vs community","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Board pass rate comparison","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: NIH funding: academic programs","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: ""This program pays X% above/below specialty average""","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: ""This program pays X% above/below state average (for this specialty)""","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
