group,url,applicant_country,study_country,country,totalCountSnapshot,status,allowedForAds,robots,includeInSitemap,h1,metaTitle,qaNotes,reason,campaign_name,suggested_headline,suggested_description,geo_target,final_url,headline_1,headline_2,description,rank
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/uruguay/study-in/united-states,Uruguay,United States,,5,published_noindex,,,,Scholarships for Students from Uruguay to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/uzbekistan/study-in/germany,Uzbekistan,Germany,,91,manual_review,,,,Scholarships for Students from Uzbekistan to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/vatican-city/study-in/united-states,Vatican City,United States,,5,published_noindex,,,,Scholarships for Students from Vatican City to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/venezuela/study-in/united-states,Venezuela,United States,,13,published_noindex,,,,Scholarships for Students from Venezuela to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/vietnam/study-in/australia,Vietnam,Australia,,5,published_noindex,,,,Scholarships for Students from Vietnam to Study in Australia,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/vietnam/study-in/germany,Vietnam,Germany,,98,manual_review,,,,Scholarships for Students from Vietnam to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/vietnam/study-in/india,Vietnam,India,,5,published_noindex,,,,Scholarships for Students from Vietnam to Study in India,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/vietnam/study-in/united-kingdom,Vietnam,United Kingdom,,5,published_noindex,,,,Scholarships for Students from Vietnam to Study in United Kingdom,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/yemen/study-in/germany,Yemen,Germany,,84,manual_review,,,,Scholarships for Students from Yemen to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/zambia/study-in/germany,Zambia,Germany,,84,manual_review,,,,Scholarships for Students from Zambia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/zimbabwe/study-in/germany,Zimbabwe,Germany,,88,manual_review,,,,Scholarships for Students from Zimbabwe to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
GERMANY_INDEXABLE,https://scholarshiptop.com/scholarships/for-students-from/canada/study-in/germany,Canada,,,88,approved_priority,false,"index,follow",true,,,germany_cluster_allowlisted,,,,,,,,,,
GERMANY_INDEXABLE,https://scholarshiptop.com/scholarships/for-students-from/india/study-in/germany,India,,,90,approved_priority,false,"index,follow",true,,,germany_cluster_allowlisted,,,,,,,,,,
GERMANY_INDEXABLE,https://scholarshiptop.com/scholarships/for-students-from/mexico/study-in/germany,Mexico,,,94,approved_priority,false,"index,follow",true,,,germany_cluster_allowlisted,,,,,,,,,,
GERMANY_INDEXABLE,https://scholarshiptop.com/scholarships/for-students-from/philippines/study-in/germany,Philippines,,,96,approved_priority,false,"index,follow",true,,,germany_cluster_allowlisted,,,,,,,,,,
GERMANY_INDEXABLE,https://scholarshiptop.com/scholarships/for-students-from/united-kingdom/study-in/germany,United Kingdom,,,95,approved_priority,false,"index,follow",true,,,germany_cluster_allowlisted,,,,,,,,,,
GERMANY_INDEXABLE,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/germany,United States,,,117,approved_priority,false,"index,follow",true,,,germany_cluster_allowlisted,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/afghanistan/study-in/germany,Afghanistan,,,82,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/albania/study-in/germany,Albania,,,93,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/algeria/study-in/germany,Algeria,,,88,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/andorra/study-in/germany,Andorra,,,78,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/angola/study-in/germany,Angola,,,86,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/argentina/study-in/germany,Argentina,,,93,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/armenia/study-in/germany,Armenia,,,91,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/australia/study-in/germany,Australia,,,78,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/austria/study-in/germany,Austria,,,79,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/azerbaijan/study-in/germany,Azerbaijan,,,90,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/bangladesh/study-in/germany,Bangladesh,,,91,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/belarus/study-in/germany,Belarus,,,88,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/belgium/study-in/germany,Belgium,,,84,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/belize/study-in/germany,Belize,,,86,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/benin/study-in/germany,Benin,,,86,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/bhutan/study-in/germany,Bhutan,,,84,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/bolivia/study-in/germany,Bolivia,,,86,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/bosnia-herzegovina/study-in/germany,Bosnia & Herzegovina,,,93,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/botswana/study-in/germany,Botswana,,,85,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/brazil/study-in/germany,Brazil,,,85,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/bulgaria/study-in/germany,Bulgaria,,,88,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/burkina-faso/study-in/germany,Burkina Faso,,,86,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/burundi/study-in/germany,Burundi,,,86,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/cambodia/study-in/germany,Cambodia,,,91,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/cameroon/study-in/germany,Cameroon,,,86,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/cape-verde/study-in/germany,Cape Verde,,,85,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/central-african-republic/study-in/germany,Central African Republic,,,85,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/chad/study-in/germany,Chad,,,85,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/chile/study-in/germany,Chile,,,84,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/china/study-in/germany,China,,,8,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist; low_volume_5_19_bucket,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/colombia/study-in/germany,Colombia,,,96,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/costa-rica/study-in/germany,Costa Rica,,,91,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/cote-d-ivoire/study-in/germany,Côte d’Ivoire,,,86,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/croatia/study-in/germany,Croatia,,,88,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/cuba/study-in/germany,Cuba,,,89,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/cyprus/study-in/germany,Cyprus,,,79,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/czechia/study-in/germany,Czechia,,,90,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/denmark/study-in/germany,Denmark,,,82,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/dominican-republic/study-in/germany,Dominican Republic,,,91,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/ecuador/study-in/germany,Ecuador,,,89,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/egypt/study-in/germany,Egypt,,,93,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/el-salvador/study-in/germany,El Salvador,,,89,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/estonia/study-in/germany,Estonia,,,84,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/ethiopia/study-in/germany,Ethiopia,,,89,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/finland/study-in/germany,Finland,,,82,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/france/study-in/germany,France,,,91,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/georgia/study-in/germany,Georgia,,,94,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/germany/study-in/germany,Germany,,,14,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist; low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/ghana/study-in/germany,Ghana,,,90,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/greece/study-in/germany,Greece,,,82,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/guatemala/study-in/germany,Guatemala,,,91,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/guinea/study-in/germany,Guinea,,,85,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/haiti/study-in/germany,Haiti,,,85,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/honduras/study-in/germany,Honduras,,,89,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/hungary/study-in/germany,Hungary,,,87,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/iceland/study-in/germany,Iceland,,,79,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/indonesia/study-in/germany,Indonesia,,,98,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/iran/study-in/germany,Iran,,,85,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/iraq/study-in/germany,Iraq,,,86,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/ireland/study-in/germany,Ireland,,,84,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/israel/study-in/germany,Israel,,,82,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/italy/study-in/germany,Italy,,,83,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/jamaica/study-in/germany,Jamaica,,,86,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/japan/study-in/germany,Japan,,,79,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/jordan/study-in/germany,Jordan,,,89,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/kazakhstan/study-in/germany,Kazakhstan,,,94,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/kenya/study-in/germany,Kenya,,,90,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/kuwait/study-in/germany,Kuwait,,,70,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/kyrgyzstan/study-in/germany,Kyrgyzstan,,,90,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/laos/study-in/germany,Laos,,,94,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/latvia/study-in/germany,Latvia,,,85,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/lebanon/study-in/germany,Lebanon,,,88,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/lesotho/study-in/germany,Lesotho,,,85,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/liberia/study-in/germany,Liberia,,,85,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/libya/study-in/germany,Libya,,,88,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/liechtenstein/study-in/germany,Liechtenstein,,,76,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/lithuania/study-in/germany,Lithuania,,,85,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/luxembourg/study-in/germany,Luxembourg,,,82,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/malaysia/study-in/germany,Malaysia,,,96,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/maldives/study-in/germany,Maldives,,,75,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/mali/study-in/germany,Mali,,,86,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/malta/study-in/germany,Malta,,,79,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/morocco/study-in/germany,Morocco,,,89,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/mozambique/study-in/germany,Mozambique,,,86,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/myanmar-burma/study-in/germany,Myanmar (Burma),,,94,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/namibia/study-in/germany,Namibia,,,88,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/nepal/study-in/germany,Nepal,,,86,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/netherlands/study-in/germany,Netherlands,,,80,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/new-zealand/study-in/germany,New Zealand,,,78,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/nicaragua/study-in/germany,Nicaragua,,,90,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/niger/study-in/germany,Niger,,,85,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/nigeria/study-in/germany,Nigeria,,,88,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/north-macedonia/study-in/germany,North Macedonia,,,92,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/norway/study-in/germany,Norway,,,81,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/oman/study-in/germany,Oman,,,77,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/pakistan/study-in/germany,Pakistan,,,87,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/panama/study-in/germany,Panama,,,84,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
